join_id,magnitude,direction,UVDAMS,z-coordinate
83_12,999.999023,999.999023,999.999023,999.999023
84_12,999.999023,999.999023,999.999023,999.999023
85_12,999.999023,999.999023,999.999023,999.999023
86_12,999.999023,999.999023,999.999023,999.999023
87_12,999.999023,999.999023,999.999023,999.999023
88_12,999.999023,999.999023,999.999023,999.999023
89_12,999.999023,999.999023,999.999023,999.999023
90_12,999.999023,999.999023,999.999023,999.999023
91_12,999.999023,999.999023,999.999023,999.999023
92_12,999.999023,999.999023,999.999023,999.999023
93_12,999.999023,999.999023,999.999023,999.999023
94_12,999.999023,999.999023,999.999023,999.999023
95_12,999.999023,999.999023,999.999023,999.999023
96_12,999.999023,999.999023,999.999023,999.999023
97_12,999.999023,999.999023,999.999023,999.999023
98_12,999.999023,999.999023,999.999023,999.999023
99_12,999.999023,999.999023,999.999023,999.999023
1_13,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_13,0.000000,0.000000,3.000000,0.400000
3_13,0.000000,0.000000,3.000000,0.400000
4_13,0.000000,0.000000,3.000000,0.400000
5_13,0.000000,0.000000,3.000000,0.400000
6_13,0.000000,0.000000,3.000000,0.400000
7_13,0.000000,0.000000,3.000000,0.400000
8_13,0.000000,0.000000,3.000000,0.400000
9_13,0.000000,0.000000,3.000000,0.400000
10_13,0.000000,0.000000,2.000000,0.400000
11_13,999.999023,999.999023,0.000000,5.155556
12_13,999.999023,999.999023,0.000000,10.000000
13_13,999.999023,999.999023,999.999023,999.999023
14_13,999.999023,999.999023,999.999023,999.999023
15_13,999.999023,999.999023,0.000000,10.000000
16_13,999.999023,999.999023,0.000000,10.000000
17_13,999.999023,999.999023,999.999023,999.999023
18_13,999.999023,999.999023,999.999023,999.999023
19_13,999.999023,999.999023,999.999023,999.999023
20_13,999.999023,999.999023,999.999023,999.999023
21_13,999.999023,999.999023,999.999023,999.999023
22_13,999.999023,999.999023,999.999023,999.999023
23_13,999.999023,999.999023,999.999023,999.999023
24_13,999.999023,999.999023,999.999023,999.999023
25_13,999.999023,999.999023,999.999023,999.999023
26_13,999.999023,999.999023,999.999023,999.999023
27_13,999.999023,999.999023,999.999023,999.999023
28_13,999.999023,999.999023,999.999023,999.999023
29_13,999.999023,999.999023,999.999023,999.999023
30_13,999.999023,999.999023,999.999023,999.999023
31_13,999.999023,999.999023,999.999023,999.999023
32_13,999.999023,999.999023,999.999023,999.999023
33_13,999.999023,999.999023,999.999023,999.999023
34_13,999.999023,999.999023,999.999023,999.999023
35_13,999.999023,999.999023,999.999023,999.999023
36_13,999.999023,999.999023,999.999023,999.999023
37_13,999.999023,999.999023,999.999023,999.999023
38_13,999.999023,999.999023,999.999023,999.999023
39_13,999.999023,999.999023,999.999023,999.999023
40_13,999.999023,999.999023,999.999023,999.999023
41_13,999.999023,999.999023,999.999023,999.999023
42_13,999.999023,999.999023,999.999023,999.999023
43_13,999.999023,999.999023,999.999023,999.999023
44_13,999.999023,999.999023,999.999023,999.999023
45_13,999.999023,999.999023,999.999023,999.999023
46_13,999.999023,999.999023,999.999023,999.999023
47_13,999.999023,999.999023,999.999023,999.999023
48_13,999.999023,999.999023,999.999023,999.999023
49_13,999.999023,999.999023,999.999023,999.999023
50_13,999.999023,999.999023,999.999023,999.999023
51_13,999.999023,999.999023,999.999023,999.999023
52_13,999.999023,999.999023,999.999023,999.999023
53_13,999.999023,999.999023,999.999023,999.999023
54_13,999.999023,999.999023,999.999023,999.999023
55_13,999.999023,999.999023,999.999023,999.999023
56_13,999.999023,999.999023,999.999023,999.999023
57_13,999.999023,999.999023,999.999023,999.999023
58_13,999.999023,999.999023,999.999023,999.999023
59_13,999.999023,999.999023,999.999023,999.999023
60_13,999.999023,999.999023,999.999023,999.999023
61_13,999.999023,999.999023,999.999023,999.999023
62_13,999.999023,999.999023,999.999023,999.999023
63_13,999.999023,999.999023,999.999023,999.999023
64_13,999.999023,999.999023,999.999023,999.999023
65_13,999.999023,999.999023,999.999023,999.999023
66_13,999.999023,999.999023,999.999023,999.999023
67_13,999.999023,999.999023,999.999023,999.999023
68_13,999.999023,999.999023,999.999023,999.999023
69_13,999.999023,999.999023,999.999023,999.999023
70_13,999.999023,999.999023,999.999023,999.999023
71_13,999.999023,999.999023,999.999023,999.999023
72_13,999.999023,999.999023,999.999023,999.999023
73_13,999.999023,999.999023,999.999023,999.999023
74_13,999.999023,999.999023,999.999023,999.999023
75_13,999.999023,999.999023,999.999023,999.999023
76_13,999.999023,999.999023,999.999023,999.999023
77_13,999.999023,999.999023,999.999023,999.999023
78_13,999.999023,999.999023,999.999023,999.999023
79_13,999.999023,999.999023,999.999023,999.999023
80_13,999.999023,999.999023,999.999023,999.999023
81_13,999.999023,999.999023,999.999023,999.999023
82_13,999.999023,999.999023,999.999023,999.999023
83_13,999.999023,999.999023,999.999023,999.999023
84_13,999.999023,999.999023,999.999023,999.999023
85_13,999.999023,999.999023,999.999023,999.999023
86_13,999.999023,999.999023,999.999023,999.999023
87_13,999.999023,999.999023,999.999023,999.999023
88_13,999.999023,999.999023,999.999023,999.999023
89_13,999.999023,999.999023,999.999023,999.999023
90_13,999.999023,999.999023,999.999023,999.999023
91_13,999.999023,999.999023,999.999023,999.999023
92_13,999.999023,999.999023,999.999023,999.999023
93_13,999.999023,999.999023,999.999023,999.999023
94_13,999.999023,999.999023,999.999023,999.999023
95_13,999.999023,999.999023,999.999023,999.999023
96_13,999.999023,999.999023,999.999023,999.999023
97_13,999.999023,999.999023,999.999023,999.999023
98_13,999.999023,999.999023,999.999023,999.999023
99_13,999.999023,999.999023,999.999023,999.999023
1_14,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_14,0.000000,0.000000,3.000000,0.400000
3_14,0.000000,0.000000,3.000000,0.400000
4_14,0.000000,0.000000,3.000000,0.400000
5_14,0.000000,0.000000,3.000000,0.400000
6_14,0.000000,0.000000,3.000000,0.400000
7_14,0.000000,0.000000,3.000000,0.400000
8_14,0.000000,0.000000,3.000000,0.400000
9_14,0.000000,0.000000,3.000000,0.400000
10_14,0.000000,0.000000,2.000000,0.400000
11_14,999.999023,999.999023,0.000000,0.400000
12_14,999.999023,999.999023,0.000000,10.000000
13_14,999.999023,999.999023,0.000000,10.000000
14_14,999.999023,999.999023,0.000000,10.000000
15_14,999.999023,999.999023,0.000000,10.000000
16_14,999.999023,999.999023,0.000000,10.000000
17_14,999.999023,999.999023,0.000000,10.000000
18_14,999.999023,999.999023,0.000000,10.000000
19_14,999.999023,999.999023,999.999023,999.999023
20_14,999.999023,999.999023,999.999023,999.999023
21_14,999.999023,999.999023,999.999023,999.999023
22_14,999.999023,999.999023,999.999023,999.999023
23_14,999.999023,999.999023,999.999023,999.999023
24_14,999.999023,999.999023,999.999023,999.999023
25_14,999.999023,999.999023,999.999023,999.999023
26_14,999.999023,999.999023,999.999023,999.999023
27_14,999.999023,999.999023,999.999023,999.999023
28_14,999.999023,999.999023,999.999023,999.999023
29_14,999.999023,999.999023,999.999023,999.999023
30_14,999.999023,999.999023,999.999023,999.999023
31_14,999.999023,999.999023,999.999023,999.999023
32_14,999.999023,999.999023,999.999023,999.999023
33_14,999.999023,999.999023,999.999023,999.999023
34_14,999.999023,999.999023,999.999023,999.999023
35_14,999.999023,999.999023,999.999023,999.999023
36_14,999.999023,999.999023,999.999023,999.999023
37_14,999.999023,999.999023,999.999023,999.999023
38_14,999.999023,999.999023,999.999023,999.999023
39_14,999.999023,999.999023,999.999023,999.999023
40_14,999.999023,999.999023,999.999023,999.999023
41_14,999.999023,999.999023,999.999023,999.999023
42_14,999.999023,999.999023,999.999023,999.999023
43_14,999.999023,999.999023,999.999023,999.999023
44_14,999.999023,999.999023,999.999023,999.999023
45_14,999.999023,999.999023,999.999023,999.999023
46_14,999.999023,999.999023,999.999023,999.999023
47_14,999.999023,999.999023,999.999023,999.999023
48_14,999.999023,999.999023,999.999023,999.999023
49_14,999.999023,999.999023,999.999023,999.999023
50_14,999.999023,999.999023,999.999023,999.999023
51_14,999.999023,999.999023,999.999023,999.999023
52_14,999.999023,999.999023,999.999023,999.999023
53_14,999.999023,999.999023,999.999023,999.999023
54_14,999.999023,999.999023,999.999023,999.999023
55_14,999.999023,999.999023,999.999023,999.999023
56_14,999.999023,999.999023,999.999023,999.999023
57_14,999.999023,999.999023,999.999023,999.999023
58_14,999.999023,999.999023,999.999023,999.999023
59_14,999.999023,999.999023,999.999023,999.999023
60_14,999.999023,999.999023,999.999023,999.999023
61_14,999.999023,999.999023,999.999023,999.999023
62_14,999.999023,999.999023,999.999023,999.999023
63_14,999.999023,999.999023,999.999023,999.999023
64_14,999.999023,999.999023,999.999023,999.999023
65_14,999.999023,999.999023,999.999023,999.999023
66_14,999.999023,999.999023,999.999023,999.999023
67_14,999.999023,999.999023,999.999023,999.999023
68_14,999.999023,999.999023,999.999023,999.999023
69_14,999.999023,999.999023,999.999023,999.999023
70_14,999.999023,999.999023,999.999023,999.999023
71_14,999.999023,999.999023,999.999023,999.999023
72_14,999.999023,999.999023,999.999023,999.999023
73_14,999.999023,999.999023,999.999023,999.999023
74_14,999.999023,999.999023,999.999023,999.999023
75_14,999.999023,999.999023,999.999023,999.999023
76_14,999.999023,999.999023,999.999023,999.999023
77_14,999.999023,999.999023,999.999023,999.999023
78_14,999.999023,999.999023,999.999023,999.999023
79_14,999.999023,999.999023,999.999023,999.999023
80_14,999.999023,999.999023,999.999023,999.999023
81_14,999.999023,999.999023,999.999023,999.999023
82_14,999.999023,999.999023,999.999023,999.999023
83_14,999.999023,999.999023,999.999023,999.999023
84_14,999.999023,999.999023,999.999023,999.999023
85_14,999.999023,999.999023,999.999023,999.999023
86_14,999.999023,999.999023,999.999023,999.999023
87_14,999.999023,999.999023,999.999023,999.999023
88_14,999.999023,999.999023,999.999023,999.999023
89_14,999.999023,999.999023,999.999023,999.999023
90_14,999.999023,999.999023,999.999023,999.999023
91_14,999.999023,999.999023,999.999023,999.999023
92_14,999.999023,999.999023,999.999023,999.999023
93_14,999.999023,999.999023,999.999023,999.999023
94_14,999.999023,999.999023,999.999023,999.999023
95_14,999.999023,999.999023,999.999023,999.999023
96_14,999.999023,999.999023,999.999023,999.999023
97_14,999.999023,999.999023,999.999023,999.999023
98_14,999.999023,999.999023,999.999023,999.999023
99_14,999.999023,999.999023,999.999023,999.999023
1_15,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_15,0.000000,0.000000,3.000000,0.400000
3_15,0.000000,0.000000,3.000000,0.400000
4_15,0.000000,0.000000,3.000000,0.400000
5_15,0.000000,0.000000,3.000000,0.400000
6_15,0.000000,0.000000,3.000000,0.400000
7_15,0.000000,0.000000,3.000000,0.400000
8_15,0.000000,0.000000,3.000000,0.400000
9_15,0.000000,0.000000,3.000000,0.400000
10_15,0.000000,0.000000,3.000000,0.400000
11_15,0.000000,0.000000,2.000000,0.400000
12_15,999.999023,999.999023,0.000000,0.735000
13_15,999.999023,999.999023,0.000000,10.000000
14_15,999.999023,999.999023,0.000000,10.000000
15_15,0.000000,0.000000,0.000000,3.197840
16_15,0.000000,0.000000,0.000000,3.197840
17_15,999.999023,999.999023,0.000000,3.382355
18_15,999.999023,999.999023,0.000000,10.000000
19_15,999.999023,999.999023,999.999023,999.999023
20_15,999.999023,999.999023,999.999023,999.999023
21_15,999.999023,999.999023,999.999023,999.999023
22_15,999.999023,999.999023,999.999023,999.999023
23_15,999.999023,999.999023,999.999023,999.999023
24_15,999.999023,999.999023,999.999023,999.999023
25_15,999.999023,999.999023,999.999023,999.999023
26_15,999.999023,999.999023,999.999023,999.999023
27_15,999.999023,999.999023,999.999023,999.999023
28_15,999.999023,999.999023,999.999023,999.999023
29_15,999.999023,999.999023,999.999023,999.999023
30_15,999.999023,999.999023,999.999023,999.999023
31_15,999.999023,999.999023,999.999023,999.999023
32_15,999.999023,999.999023,999.999023,999.999023
33_15,999.999023,999.999023,999.999023,999.999023
34_15,999.999023,999.999023,999.999023,999.999023
35_15,999.999023,999.999023,999.999023,999.999023
36_15,999.999023,999.999023,999.999023,999.999023
37_15,999.999023,999.999023,999.999023,999.999023
38_15,999.999023,999.999023,999.999023,999.999023
39_15,999.999023,999.999023,999.999023,999.999023
40_15,999.999023,999.999023,999.999023,999.999023
41_15,999.999023,999.999023,999.999023,999.999023
42_15,999.999023,999.999023,999.999023,999.999023
43_15,999.999023,999.999023,999.999023,999.999023
44_15,999.999023,999.999023,999.999023,999.999023
45_15,999.999023,999.999023,999.999023,999.999023
46_15,999.999023,999.999023,999.999023,999.999023
47_15,999.999023,999.999023,999.999023,999.999023
48_15,999.999023,999.999023,999.999023,999.999023
49_15,999.999023,999.999023,999.999023,999.999023
50_15,999.999023,999.999023,999.999023,999.999023
51_15,999.999023,999.999023,999.999023,999.999023
52_15,999.999023,999.999023,999.999023,999.999023
53_15,999.999023,999.999023,999.999023,999.999023
54_15,999.999023,999.999023,999.999023,999.999023
55_15,999.999023,999.999023,999.999023,999.999023
56_15,999.999023,999.999023,999.999023,999.999023
57_15,999.999023,999.999023,999.999023,999.999023
58_15,999.999023,999.999023,999.999023,999.999023
59_15,999.999023,999.999023,999.999023,999.999023
60_15,999.999023,999.999023,999.999023,999.999023
61_15,999.999023,999.999023,999.999023,999.999023
62_15,999.999023,999.999023,999.999023,999.999023
63_15,999.999023,999.999023,999.999023,999.999023
64_15,999.999023,999.999023,999.999023,999.999023
65_15,999.999023,999.999023,999.999023,999.999023
66_15,999.999023,999.999023,999.999023,999.999023
67_15,999.999023,999.999023,999.999023,999.999023
68_15,999.999023,999.999023,999.999023,999.999023
69_15,999.999023,999.999023,999.999023,999.999023
70_15,999.999023,999.999023,999.999023,999.999023
71_15,999.999023,999.999023,999.999023,999.999023
72_15,999.999023,999.999023,999.999023,999.999023
73_15,999.999023,999.999023,999.999023,999.999023
74_15,999.999023,999.999023,999.999023,999.999023
75_15,999.999023,999.999023,999.999023,999.999023
76_15,999.999023,999.999023,999.999023,999.999023
77_15,999.999023,999.999023,999.999023,999.999023
78_15,999.999023,999.999023,999.999023,999.999023
79_15,999.999023,999.999023,999.999023,999.999023
80_15,999.999023,999.999023,999.999023,999.999023
81_15,999.999023,999.999023,999.999023,999.999023
82_15,999.999023,999.999023,999.999023,999.999023
83_15,999.999023,999.999023,999.999023,999.999023
84_15,999.999023,999.999023,999.999023,999.999023
85_15,999.999023,999.999023,999.999023,999.999023
86_15,999.999023,999.999023,999.999023,999.999023
87_15,999.999023,999.999023,999.999023,999.999023
88_15,999.999023,999.999023,999.999023,999.999023
89_15,999.999023,999.999023,999.999023,999.999023
90_15,999.999023,999.999023,999.999023,999.999023
91_15,999.999023,999.999023,999.999023,999.999023
92_15,999.999023,999.999023,999.999023,999.999023
93_15,999.999023,999.999023,999.999023,999.999023
94_15,999.999023,999.999023,999.999023,999.999023
95_15,999.999023,999.999023,999.999023,999.999023
96_15,999.999023,999.999023,999.999023,999.999023
97_15,999.999023,999.999023,999.999023,999.999023
98_15,999.999023,999.999023,999.999023,999.999023
99_15,999.999023,999.999023,999.999023,999.999023
1_16,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_16,0.000000,0.000000,3.000000,0.400000
3_16,0.000000,0.000000,3.000000,0.400000
4_16,0.000000,0.000000,3.000000,0.400000
5_16,0.000000,0.000000,3.000000,0.400000
6_16,0.000000,0.000000,3.000000,0.400000
7_16,0.000000,0.000000,3.000000,0.400000
8_16,0.000000,0.000000,3.000000,0.400000
9_16,0.000000,0.000000,3.000000,0.400000
10_16,0.000000,0.000000,3.000000,0.400000
11_16,0.000000,0.000000,3.000000,0.400000
12_16,0.000000,0.000000,2.000000,0.400000
13_16,999.999023,999.999023,0.000000,4.550000
14_16,0.000000,0.000000,0.000000,1.280000
15_16,0.000000,0.000000,2.000000,0.400000
16_16,0.000000,0.000000,2.000000,0.400000
17_16,0.000000,0.000000,2.000000,0.400000
18_16,999.999023,999.999023,0.000000,0.400000
19_16,999.999023,999.999023,0.000000,10.000000
20_16,999.999023,999.999023,999.999023,999.999023
21_16,999.999023,999.999023,999.999023,999.999023
22_16,999.999023,999.999023,999.999023,999.999023
23_16,999.999023,999.999023,999.999023,999.999023
24_16,999.999023,999.999023,999.999023,999.999023
25_16,999.999023,999.999023,999.999023,999.999023
26_16,999.999023,999.999023,999.999023,999.999023
27_16,999.999023,999.999023,999.999023,999.999023
28_16,999.999023,999.999023,999.999023,999.999023
29_16,999.999023,999.999023,999.999023,999.999023
30_16,999.999023,999.999023,999.999023,999.999023
31_16,999.999023,999.999023,999.999023,999.999023
32_16,999.999023,999.999023,999.999023,999.999023
33_16,999.999023,999.999023,999.999023,999.999023
34_16,999.999023,999.999023,999.999023,999.999023
35_16,999.999023,999.999023,999.999023,999.999023
36_16,999.999023,999.999023,999.999023,999.999023
37_16,999.999023,999.999023,999.999023,999.999023
38_16,999.999023,999.999023,999.999023,999.999023
39_16,999.999023,999.999023,999.999023,999.999023
40_16,999.999023,999.999023,999.999023,999.999023
41_16,999.999023,999.999023,999.999023,999.999023
42_16,999.999023,999.999023,999.999023,999.999023
43_16,999.999023,999.999023,999.999023,999.999023
44_16,999.999023,999.999023,999.999023,999.999023
45_16,999.999023,999.999023,999.999023,999.999023
46_16,999.999023,999.999023,999.999023,999.999023
47_16,999.999023,999.999023,999.999023,999.999023
48_16,999.999023,999.999023,999.999023,999.999023
49_16,999.999023,999.999023,999.999023,999.999023
50_16,999.999023,999.999023,999.999023,999.999023
51_16,999.999023,999.999023,999.999023,999.999023
52_16,999.999023,999.999023,999.999023,999.999023
53_16,999.999023,999.999023,999.999023,999.999023
54_16,999.999023,999.999023,999.999023,999.999023
55_16,999.999023,999.999023,999.999023,999.999023
56_16,999.999023,999.999023,999.999023,999.999023
57_16,999.999023,999.999023,999.999023,999.999023
58_16,999.999023,999.999023,999.999023,999.999023
59_16,999.999023,999.999023,999.999023,999.999023
60_16,999.999023,999.999023,999.999023,999.999023
61_16,999.999023,999.999023,999.999023,999.999023
62_16,999.999023,999.999023,999.999023,999.999023
63_16,999.999023,999.999023,999.999023,999.999023
64_16,999.999023,999.999023,999.999023,999.999023
65_16,999.999023,999.999023,999.999023,999.999023
66_16,999.999023,999.999023,999.999023,999.999023
67_16,999.999023,999.999023,999.999023,999.999023
68_16,999.999023,999.999023,999.999023,999.999023
69_16,999.999023,999.999023,999.999023,999.999023
70_16,999.999023,999.999023,999.999023,999.999023
71_16,999.999023,999.999023,999.999023,999.999023
72_16,999.999023,999.999023,999.999023,999.999023
73_16,999.999023,999.999023,999.999023,999.999023
74_16,999.999023,999.999023,999.999023,999.999023
75_16,999.999023,999.999023,999.999023,999.999023
76_16,999.999023,999.999023,999.999023,999.999023
77_16,999.999023,999.999023,999.999023,999.999023
78_16,999.999023,999.999023,999.999023,999.999023
79_16,999.999023,999.999023,999.999023,999.999023
80_16,999.999023,999.999023,999.999023,999.999023
81_16,999.999023,999.999023,999.999023,999.999023
82_16,999.999023,999.999023,999.999023,999.999023
83_16,999.999023,999.999023,999.999023,999.999023
84_16,999.999023,999.999023,999.999023,999.999023
85_16,999.999023,999.999023,999.999023,999.999023
86_16,999.999023,999.999023,999.999023,999.999023
87_16,999.999023,999.999023,999.999023,999.999023
88_16,999.999023,999.999023,999.999023,999.999023
89_16,999.999023,999.999023,999.999023,999.999023
90_16,999.999023,999.999023,999.999023,999.999023
91_16,999.999023,999.999023,999.999023,999.999023
92_16,999.999023,999.999023,999.999023,999.999023
93_16,999.999023,999.999023,999.999023,999.999023
94_16,999.999023,999.999023,999.999023,999.999023
95_16,999.999023,999.999023,999.999023,999.999023
96_16,999.999023,999.999023,999.999023,999.999023
97_16,999.999023,999.999023,999.999023,999.999023
98_16,999.999023,999.999023,999.999023,999.999023
99_16,999.999023,999.999023,999.999023,999.999023
1_17,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_17,0.000000,0.000000,3.000000,0.400000
3_17,0.000000,0.000000,3.000000,0.400000
4_17,0.000000,0.000000,3.000000,0.400000
5_17,0.000000,0.000000,3.000000,0.400000
6_17,0.000000,0.000000,3.000000,0.400000
7_17,0.000000,0.000000,3.000000,0.400000
8_17,0.000000,0.000000,3.000000,0.400000
9_17,0.000000,0.000000,3.000000,0.400000
10_17,0.000000,0.000000,3.000000,0.400000
11_17,0.000000,0.000000,3.000000,0.400000
12_17,0.000000,0.000000,2.000000,0.400000
13_17,0.000000,0.000000,0.000000,4.550000
14_17,0.000000,0.000000,1.000000,0.400000
15_17,0.000000,0.000000,3.000000,0.400000
16_17,0.000000,0.000000,3.000000,0.400000
17_17,0.000000,0.000000,3.000000,0.400000
18_17,0.000000,0.000000,0.000000,0.400000
19_17,999.999023,999.999023,0.000000,2.733333
20_17,999.999023,999.999023,999.999023,999.999023
21_17,999.999023,999.999023,999.999023,999.999023
22_17,999.999023,999.999023,999.999023,999.999023
23_17,999.999023,999.999023,999.999023,999.999023
24_17,999.999023,999.999023,999.999023,999.999023
25_17,999.999023,999.999023,999.999023,999.999023
26_17,999.999023,999.999023,999.999023,999.999023
27_17,999.999023,999.999023,999.999023,999.999023
28_17,999.999023,999.999023,999.999023,999.999023
29_17,999.999023,999.999023,999.999023,999.999023
30_17,999.999023,999.999023,999.999023,999.999023
31_17,999.999023,999.999023,999.999023,999.999023
32_17,999.999023,999.999023,999.999023,999.999023
33_17,999.999023,999.999023,999.999023,999.999023
34_17,999.999023,999.999023,999.999023,999.999023
35_17,999.999023,999.999023,999.999023,999.999023
36_17,999.999023,999.999023,999.999023,999.999023
37_17,999.999023,999.999023,999.999023,999.999023
38_17,999.999023,999.999023,999.999023,999.999023
39_17,999.999023,999.999023,999.999023,999.999023
40_17,999.999023,999.999023,999.999023,999.999023
41_17,999.999023,999.999023,999.999023,999.999023
42_17,999.999023,999.999023,999.999023,999.999023
43_17,999.999023,999.999023,999.999023,999.999023
44_17,999.999023,999.999023,999.999023,999.999023
45_17,999.999023,999.999023,999.999023,999.999023
46_17,999.999023,999.999023,999.999023,999.999023
47_17,999.999023,999.999023,999.999023,999.999023
48_17,999.999023,999.999023,999.999023,999.999023
49_17,999.999023,999.999023,999.999023,999.999023
50_17,999.999023,999.999023,999.999023,999.999023
51_17,999.999023,999.999023,999.999023,999.999023
52_17,999.999023,999.999023,999.999023,999.999023
53_17,999.999023,999.999023,999.999023,999.999023
54_17,999.999023,999.999023,999.999023,999.999023
55_17,999.999023,999.999023,999.999023,999.999023
56_17,999.999023,999.999023,999.999023,999.999023
57_17,999.999023,999.999023,999.999023,999.999023
58_17,999.999023,999.999023,999.999023,999.999023
59_17,999.999023,999.999023,999.999023,999.999023
60_17,999.999023,999.999023,999.999023,999.999023
61_17,999.999023,999.999023,999.999023,999.999023
62_17,999.999023,999.999023,999.999023,999.999023
63_17,999.999023,999.999023,999.999023,999.999023
64_17,999.999023,999.999023,999.999023,999.999023
65_17,999.999023,999.999023,999.999023,999.999023
66_17,999.999023,999.999023,999.999023,999.999023
67_17,999.999023,999.999023,999.999023,999.999023
68_17,999.999023,999.999023,999.999023,999.999023
69_17,999.999023,999.999023,999.999023,999.999023
70_17,999.999023,999.999023,999.999023,999.999023
71_17,999.999023,999.999023,999.999023,999.999023
72_17,999.999023,999.999023,999.999023,999.999023
73_17,999.999023,999.999023,999.999023,999.999023
74_17,999.999023,999.999023,999.999023,999.999023
75_17,999.999023,999.999023,999.999023,999.999023
76_17,999.999023,999.999023,999.999023,999.999023
77_17,999.999023,999.999023,999.999023,999.999023
78_17,999.999023,999.999023,999.999023,999.999023
79_17,999.999023,999.999023,999.999023,999.999023
80_17,999.999023,999.999023,999.999023,999.999023
81_17,999.999023,999.999023,999.999023,999.999023
82_17,999.999023,999.999023,999.999023,999.999023
83_17,999.999023,999.999023,999.999023,999.999023
84_17,999.999023,999.999023,999.999023,999.999023
85_17,999.999023,999.999023,999.999023,999.999023
86_17,999.999023,999.999023,999.999023,999.999023
87_17,999.999023,999.999023,999.999023,999.999023
88_17,999.999023,999.999023,999.999023,999.999023
89_17,999.999023,999.999023,999.999023,999.999023
90_17,999.999023,999.999023,999.999023,999.999023
91_17,999.999023,999.999023,999.999023,999.999023
92_17,999.999023,999.999023,999.999023,999.999023
93_17,999.999023,999.999023,999.999023,999.999023
94_17,999.999023,999.999023,999.999023,999.999023
95_17,999.999023,999.999023,999.999023,999.999023
96_17,999.999023,999.999023,999.999023,999.999023
97_17,999.999023,999.999023,999.999023,999.999023
98_17,999.999023,999.999023,999.999023,999.999023
99_17,999.999023,999.999023,999.999023,999.999023
1_18,59682191991514057000000000000000000000.000000,-135.000000,999.999023,999.999023
2_18,0.000000,0.000000,3.000000,0.400000
3_18,0.000000,0.000000,3.000000,0.400000
4_18,0.000000,0.000000,3.000000,0.400000
5_18,0.000000,0.000000,3.000000,0.400000
6_18,0.000000,0.000000,3.000000,0.400000
7_18,0.000000,0.000000,3.000000,0.400000
8_18,0.000000,0.000000,3.000000,0.400000
9_18,0.000000,0.000000,3.000000,0.400000
10_18,0.000000,0.000000,3.000000,0.400000
11_18,0.000000,0.000000,3.000000,0.400000
12_18,0.000000,0.000000,2.000000,0.400000
13_18,0.000000,0.000000,0.000000,5.045455
14_18,0.000000,0.000000,3.000000,0.400000
15_18,0.000000,0.000000,3.000000,0.400000
16_18,0.000000,0.000000,3.000000,0.400000
17_18,0.000000,0.000000,3.000000,0.400000
18_18,0.000000,0.000000,2.000000,0.400000
19_18,999.999023,999.999023,0.000000,0.916667
20_18,999.999023,999.999023,999.999023,999.999023
21_18,999.999023,999.999023,999.999023,999.999023
22_18,999.999023,999.999023,999.999023,999.999023
23_18,999.999023,999.999023,999.999023,999.999023
24_18,999.999023,999.999023,999.999023,999.999023
25_18,999.999023,999.999023,999.999023,999.999023
26_18,999.999023,999.999023,999.999023,999.999023
27_18,999.999023,999.999023,999.999023,999.999023
28_18,999.999023,999.999023,999.999023,999.999023
29_18,999.999023,999.999023,999.999023,999.999023
30_18,999.999023,999.999023,999.999023,999.999023
31_18,999.999023,999.999023,999.999023,999.999023
32_18,999.999023,999.999023,999.999023,999.999023
33_18,999.999023,999.999023,999.999023,999.999023
34_18,999.999023,999.999023,999.999023,999.999023
35_18,999.999023,999.999023,999.999023,999.999023
36_18,999.999023,999.999023,999.999023,999.999023
37_18,999.999023,999.999023,999.999023,999.999023
38_18,999.999023,999.999023,999.999023,999.999023
39_18,999.999023,999.999023,999.999023,999.999023
40_18,999.999023,999.999023,999.999023,999.999023
41_18,999.999023,999.999023,999.999023,999.999023
42_18,999.999023,999.999023,999.999023,999.999023
43_18,999.999023,999.999023,999.999023,999.999023
44_18,999.999023,999.999023,999.999023,999.999023
45_18,999.999023,999.999023,999.999023,999.999023
46_18,999.999023,999.999023,999.999023,999.999023
47_18,999.999023,999.999023,999.999023,999.999023
48_18,999.999023,999.999023,999.999023,999.999023
49_18,999.999023,999.999023,999.999023,999.999023
50_18,999.999023,999.999023,999.999023,999.999023
51_18,999.999023,999.999023,999.999023,999.999023
52_18,999.999023,999.999023,999.999023,999.999023
53_18,999.999023,999.999023,999.999023,999.999023
54_18,999.999023,999.999023,999.999023,999.999023
55_18,999.999023,999.999023,999.999023,999.999023
56_18,999.999023,999.999023,999.999023,999.999023
57_18,999.999023,999.999023,999.999023,999.999023
58_18,999.999023,999.999023,999.999023,999.999023
59_18,999.999023,999.999023,999.999023,999.999023
60_18,999.999023,999.999023,999.999023,999.999023
61_18,999.999023,999.999023,999.999023,999.999023
62_18,999.999023,999.999023,999.999023,999.999023
63_18,999.999023,999.999023,999.999023,999.999023
64_18,999.999023,999.999023,999.999023,999.999023
65_18,999.999023,999.999023,999.999023,999.999023
66_18,999.999023,999.999023,999.999023,999.999023
67_18,999.999023,999.999023,999.999023,999.999023
